Channel Name,Order Count,TP,Avg TP,CP,Avg CP,Cont,Avg.Cont,Total CC,Avg CC,Date
Tamil TV,14,11252,804,13986,999,2734,195,3600,257,2021-03-04
Our Website,4,4156,1039,5996,1499,1840,460,796,199,2021-03-04
RTO - Reorder,3,5207,1736,6997,2332,1790,597,520,173,2021-03-04
Total,1030,1138207,1105,1646370,1598,508163,493,247610,240,2021-03-04
music zone TAMIL,489,466136,953,701111,1434,234975,481,110478,226,2021-03-05
7s Music,124,94376,761,143876,1160,49500,399,28580,230,2021-03-05
K tv,124,149114,1203,212376,1713,63262,510,29660,239,2021-03-05
kalaignar,19,32163,1693,41281,2173,9118,480,4600,242,2021-03-05
Moon TV,18,20447,1136,28582,1588,8135,452,4420,246,2021-03-05
Murasu TV,18,87696,4872,95382,5299,7686,427,4239,236,2021-03-05
Tamil TV,9,5355,595,8991,999,3636,404,1980,220,2021-03-05
Our Website,4,4082,1021,5996,1499,1914,479,746,187,2021-03-05
RTO - Reorder,1,1875,1875,2499,2499,624,624,320,320,2021-03-05
Total,806,861244,1069,1240094,1539,378850,470,185023,230,2021-03-05
music zone TAMIL,525,567857,1082,827675,1577,259818,495,123916,236,2021-03-06
K tv,199,328315,1650,438701,2205,110386,555,49720,250,2021-03-06
7s Music,89,60901,684,104911,1179,44010,494,21960,247,2021-03-06
Murasu TV,34,23063,678,38266,1125,15203,447,7400,218,2021-03-06
kalaignar,22,13665,621,23578,1072,9913,451,4840,220,2021-03-06
Tamil TV,18,10980,610,17982,999,7002,389,4240,236,2021-03-06
Moon TV,15,12182,812,19185,1279,7003,467,3260,217,2021-03-06
RTO - Reorder,7,6379,911,9293,1328,2914,416,1560,223,2021-03-06
Our Website,2,1945,973,2998,1499,1053,527,324,162,2021-03-06
Total,911,1025287,1125,1482589,1627,457302,502,217220,238,2021-03-06
music zone TAMIL,638,691544,1084,1005362,1576,313818,492,148804,233,2021-03-07
K tv,234,232730,995,333966,1427,101236,433,57839,247,2021-03-07
7s Music,133,118982,895,189867,1428,70885,533,32040,241,2021-03-07
Moon TV,37,30606,827,46963,1269,16357,442,8320,225,2021-03-07
Puthu Yugam TV,32,28049,877,47868,1496,19819,619,7180,224,2021-03-07
Tamil TV,32,18880,590,31968,999,13088,409,6779,212,2021-03-07
Murasu TV,29,36204,1248,48371,1668,12167,420,6520,225,2021-03-07
kalaignar,28,18200,650,27972,999,9772,349,6360,227,2021-03-07
Our Website,6,6580,1097,8994,1499,2414,402,1194,199,2021-03-07
RTO - Reorder,2,1547,774,2498,1249,951,476,380,190,2021-03-07
Total,1171,1183322,1011,1743829,1489,560507,479,275416,235,2021-03-07
music zone TAMIL,734,761179,1037,1127866,1537,366687,500,171364,233,2021-03-08
K tv,157,373808,2381,464543,2959,90735,578,42757,272,2021-03-08
Murasu TV,36,34440,957,53364,1482,18924,526,8700,242,2021-03-08
kalaignar,26,34320,1320,46774,1799,12454,479,6900,265,2021-03-08
Tamil TV,20,12768,638,19980,999,7212,361,4739,237,2021-03-08
Our Website,4,3959,990,5796,1449,1837,459,796,199,2021-03-08
RTO - Reorder,1,1197,1197,1599,1599,402,402,320,320,2021-03-08
Total,978,1221671,1249,1719922,1759,498251,509,235576,241,2021-03-08
music zone TAMIL,556,521344,938,773144,1391,251800,453,122936,221,2021-03-09
K tv,167,166925,1000,238833,1430,71908,431,42786,256,2021-03-09
Murasu TV,33,2625,80,23067,699,20442,619,6640,201,2021-03-09
kalaignar,19,14250,750,21481,1131,7231,381,4540,239,2021-03-09
Tamil TV,15,8850,590,14985,999,6135,409,3440,229,2021-03-09
Our Website,1,478,478,999,999,521,521,199,199,2021-03-09
RTO - Reorder,1,3000,3000,3499,3499,499,499,320,320,2021-03-09
Total,792,717472,906,1076008,1359,358536,453,180861,228,2021-03-09
music zone TAMIL,496,528872,1066,761304,1535,232432,469,112658,227,2021-03-10
K tv,179,168700,942,256821,1435,88121,492,44138,247,2021-03-10
7s Music,85,51727,609,92915,1093,41188,485,20040,236,2021-03-10
kalaignar,21,11576,551,20979,999,9403,448,4700,224,2021-03-10
Tamil TV,16,16900,1056,18984,1187,2084,130,3559,222,2021-03-10
Our Website,4,3597,899,4696,1174,1099,275,746,187,2021-03-10
RTO - Reorder,2,1792,896,2598,1299,806,403,540,270,2021-03-10
Total,803,783164,975,1158297,1442,375133,467,186381,232,2021-03-10
music zone TAMIL,503,542315,1078,799497,1589,257182,511,114398,227,2021-03-11
K tv,226,95550,423,198774,880,103224,457,51179,226,2021-03-11
7s Music,86,87756,1020,134314,1562,46558,541,20818,242,2021-03-11
Tamil TV,19,16531,870,19181,1010,2650,139,5100,268,2021-03-11
kalaignar,13,63336,4872,68887,5299,5551,427,2540,195,2021-03-11
Our Website,4,2822,706,4396,1099,1574,394,746,187,2021-03-11
RTO - Reorder,2,2492,1246,3398,1699,906,453,520,260,2021-03-11
Total,853,810802,951,1228447,1440,417645,490,195301,229,2021-03-11
music zone TAMIL,638,555915,871,842262,1320,286347,449,144337,226,2021-03-12
K tv,142,112786,794,181658,1279,68872,485,34360,242,2021-03-12
7s Music,56,48263,862,79244,1415,30981,553,12500,223,2021-03-12
Moon TV,27,25827,957,37773,1399,11946,442,5959,221,2021-03-12
kalaignar,19,11875,625,18981,999,7106,374,5160,272,2021-03-12
Tamil TV,8,4880,610,7992,999,3112,389,1860,233,2021-03-12
RTO - Reorder,4,4174,1044,5996,1499,1822,455,640,160,2021-03-12
Our Website,3,2125,708,3297,1099,1172,391,597,199,2021-03-12
Total,897,765845,854,1177203,1312,411358,459,205413,229,2021-03-12
music zone TAMIL,750,690961,921,1020250,1360,329289,439,168099,224,2021-03-13
7s Music,102,72662,712,120898,1185,48236,473,23940,235,2021-03-13
K tv,75,101080,1348,137125,1828,36045,481,19760,263,2021-03-13
Moon TV,21,13230,630,20979,999,7749,369,4600,219,2021-03-13
Tamil TV,16,9480,593,15984,999,6504,407,2980,186,2021-03-13
Our Website,5,3667,733,5595,1119,1928,386,945,189,2021-03-13
Total,969,891080,920,1320831,1363,429751,443,220324,227,2021-03-13
music zone TAMIL,736,635739,864,967364,1314,331625,451,169586,230,2021-03-14
K tv,143,93520,654,143657,1005,50137,351,34459,241,2021-03-14
7s Music,108,86688,803,136292,1262,49604,459,26537,246,2021-03-14
Puthu Yugam TV,61,39575,649,60939,999,21364,350,13860,227,2021-03-14
Tamil TV,49,41328,843,48951,999,7623,156,11720,239,2021-03-14
Moon TV,26,18266,703,29574,1137,11308,435,6120,235,2021-03-14
Our Website,3,3143,1048,4597,1532,1454,485,547,182,2021-03-14
RTO - Reorder,1,80,80,699,699,619,619,160,160,2021-03-14
Total,1127,918339,815,1392073,1235,473734,420,262989,233,2021-03-14
music zone TAMIL,411,452296,1100,651989,1586,199693,486,94037,229,2021-03-15
K tv,158,59980,380,136542,864,76562,485,35318,224,2021-03-15
7s Music,67,47617,711,72933,1089,25316,378,15340,229,2021-03-15
Tamil TV,12,7140,595,11988,999,4848,404,3060,255,2021-03-15
Our Website,4,2565,641,3996,999,1431,358,796,199,2021-03-15
Total,652,569598,874,877448,1346,307850,472,148551,228,2021-03-15
music zone TAMIL,520,517115,994,758880,1459,241766,465,113098,217,2021-03-16
K tv,198,306630,1549,407502,2058,100872,509,49700,251,2021-03-16
7s Music,58,52568,906,81942,1413,29374,506,13799,238,2021-03-16
Tamil TV,11,6490,590,10989,999,4499,409,1300,118,2021-03-16
Our Website,3,3516,1172,5197,1732,1681,560,547,182,2021-03-16
Total,790,886319,1122,1264510,1601,378191,479,178444,226,2021-03-16
music zone TAMIL,564,670003,1188,924236,1639,254233,451,130132,231,2021-03-17
K tv,157,12505,80,109743,699,97238,619,32959,210,2021-03-17
7s Music,53,31000,585,56547,1067,25547,482,12140,229,2021-03-17
Tamil TV,6,3880,647,5994,999,2114,352,1080,180,2021-03-17
RTO - Reorder,1,650,650,999,999,349,349,220,220,2021-03-17
Total,781,718038,919,1097519,1405,379481,486,176531,226,2021-03-17
music zone TAMIL,542,580969,1072,829858,1531,248890,459,123399,228,2021-03-18
K tv,209,304125,1455,406791,1946,102666,491,53249,255,2021-03-18
7s Music,71,59095,832,89229,1257,30134,424,16679,235,2021-03-18
Tamil TV,19,20653,1087,22781,1199,2128,112,4200,221,2021-03-18
Our Website,5,4820,964,6995,1399,2175,435,995,199,2021-03-18
RTO - Reorder,3,1370,457,2797,932,1427,476,540,180,2021-03-18
Total,849,971032,1144,1358451,1600,387419,456,199062,234,2021-03-18
music zone TAMIL,485,526095,1085,760015,1567,233921,482,112951,233,2021-03-19
K tv,165,77485,470,164835,999,87350,529,38709,235,2021-03-19
7s Music,80,50225,628,82920,1037,32695,409,18582,232,2021-03-19
Moon TV,21,18861,898,27279,1299,8418,401,4655,222,2021-03-19
Tamil TV,10,5940,594,9990,999,4050,405,2034,203,2021-03-19
SKy Gain,6,3432,572,5994,999,2562,427,1335,223,2021-03-19
RTO - Reorder,5,6448,1290,8095,1619,1647,329,1200,240,2021-03-19
Our Website,1,1026,1026,1599,1599,573,573,199,199,2021-03-19
Total,773,689512,892,1060727,1372,371215,480,179665,232,2021-03-19
music zone TAMIL,623,590985,949,833577,1338,242592,389,139161,223,2021-03-20
K tv,155,360640,2327,461445,2977,100805,650,42411,274,2021-03-20
7s Music,90,46288,514,89910,999,43622,485,21555,240,2021-03-20
Moon TV,29,25400,876,37671,1299,12271,423,6825,235,2021-03-20
Tamil TV,14,19040,1360,27986,1999,8946,639,3585,256,2021-03-20
SKy Gain,5,3250,650,4995,999,1745,349,760,152,2021-03-20
Our Website,3,1787,596,2997,999,1210,403,597,199,2021-03-20
Total,919,1047390,1140,1458581,1587,411191,447,214894,234,2021-03-20
music zone TAMIL,814,725829,892,1036286,1273,310457,381,181092,222,2021-03-21
K tv,307,286177,932,426693,1390,140516,458,75069,245,2021-03-21
7s Music,96,149405,1556,174404,1817,24999,260,25009,261,2021-03-21
Puthu Yugam TV,48,42000,875,62352,1299,20352,424,10505,219,2021-03-21
Moon TV,30,46170,1539,53970,1799,7800,260,7625,254,2021-03-21
Tamil TV,25,27175,1087,29975,1199,2800,112,5138,206,2021-03-21
Our Website,3,2237,746,3197,1066,960,320,398,133,2021-03-21
Total,1323,1278993,967,1786877,1351,507884,384,304836,230,2021-03-21
music zone TAMIL,598,509330,852,753602,1260,244273,408,125385,210,2021-03-22
K tv,150,139920,933,213450,1423,73530,490,36464,243,2021-03-22
7s Music,67,52625,785,82233,1227,29608,442,15073,225,2021-03-22
Tamil TV,10,5720,572,9990,999,4270,427,2019,202,2021-03-22
Our Website,1,572,572,999,999,427,427,199,199,2021-03-22
Total,826,708167,857,1060274,1284,352107,426,179140,217,2021-03-22
music zone TAMIL,492,486939,990,693608,1410,206669,420,111185,226,2021-03-23
K tv,123,147100,1196,230677,1875,83577,679,30413,247,2021-03-23
7s Music,62,52739,851,84738,1367,31999,516,14539,235,2021-03-23
Tamil TV,22,13477,613,22178,1008,8701,396,4040,184,2021-03-23
Our Website,4,2824,706,4396,1099,1572,393,796,199,2021-03-23
RTO - Reorder,1,1197,1197,1599,1599,402,402,160,160,2021-03-23
Total,704,704276,1000,1037196,1473,332920,473,161133,229,2021-03-23
music zone TAMIL,430,551789,1283,741070,1723,189281,440,100526,234,2021-03-24
K tv,201,191680,954,285799,1422,94119,468,48780,243,2021-03-24
7s Music,131,65500,500,104669,799,39169,299,27535,210,2021-03-24
Tamil TV,26,21324,820,25574,984,4250,163,6395,246,2021-03-24
RTO - Reorder,1,478,478,799,799,321,321,220,220,2021-03-24
Total,789,830771,1053,1157911,1468,327140,415,183456,233,2021-03-24
music zone TAMIL,496,610799,1231,827804,1669,217006,438,114145,230,2021-03-25
K tv,128,231766,1811,302172,2361,70406,550,29570,231,2021-03-25
7s Music,77,44625,580,71323,926,26698,347,15830,206,2021-03-25
Tamil TV,14,7590,542,11386,813,3796,271,3060,219,2021-03-25
Shalini,9,4500,500,7191,799,2691,299,1560,173,2021-03-25
Our Website,8,4655,582,7492,937,2837,355,1760,220,2021-03-25
Total,732,903935,1235,1227368,1677,323433,442,165925,227,2021-03-25
music zone TAMIL,560,541446,967,779640,1392,238194,425,118051,211,2021-03-26
7s Music,132,63096,478,105468,799,42372,321,27340,207,2021-03-26
K tv,105,129780,1236,180195,1716,50415,480,26164,249,2021-03-26
Moon TV,19,9500,500,15181,799,5681,299,3380,178,2021-03-26
Tamil TV,9,4811,535,7991,888,3180,353,1920,213,2021-03-26
Our Website,4,3120,780,4596,1149,1476,369,880,220,2021-03-26
Shalini,3,1716,572,2997,999,1281,427,740,247,2021-03-26
Total,832,753469,906,1096068,1317,342599,412,178475,215,2021-03-26
music zone TAMIL,638,591035,926,849062,1331,258027,404,140953,221,2021-03-27
7s Music,77,61315,796,94023,1221,32708,425,18400,239,2021-03-27
K tv,43,208724,4854,227557,5292,18833,438,11450,266,2021-03-27
Tamil TV,28,14000,500,22372,799,8372,299,6335,226,2021-03-27
Moon TV,16,14000,875,20784,1299,6784,424,3715,232,2021-03-27
Shalini,11,6292,572,10989,999,4697,427,2055,187,2021-03-27
Our Website,3,3059,1020,4497,1499,1438,479,589,196,2021-03-27
RTO - Reorder,2,1400,700,2098,1049,698,349,520,260,2021-03-27
Total,818,899825,1100,1231382,1505,331557,405,184017,225,2021-03-27
music zone TAMIL,729,677720,930,973171,1335,295451,405,158205,217,2021-03-28
7s Music,137,68990,504,109863,802,40873,298,30865,225,2021-03-28
K tv,70,230150,3288,279430,3992,49280,704,19830,283,2021-03-28
Moon TV,47,33058,703,52353,1114,19295,411,10455,222,2021-03-28
Puthu Yugam TV,34,21250,625,33966,999,12716,374,7120,209,2021-03-28
Tamil TV,29,24774,854,28971,999,4197,145,6500,224,2021-03-28
Our Website,4,5594,1399,7396,1849,1802,451,880,220,2021-03-28
Total,1050,1061536,1011,1485150,1414,423614,403,233855,223,2021-03-28
music zone TAMIL,532,511511,961,723868,1361,212357,399,113444,213,2021-03-29
K tv,162,148694,918,210338,1298,61644,381,39945,247,2021-03-29
7s Music,90,52026,578,85210,947,33184,369,19255,214,2021-03-29
RTO - Reorder,20,16421,821,24980,1249,8559,428,4730,237,2021-03-29
Tamil TV,8,4515,564,6592,824,2077,260,1440,180,2021-03-29
Our Website,1,834,834,999,999,165,165,220,220,2021-03-29
Total,813,734001,903,1051987,1294,317986,391,179034,220,2021-03-29
music zone TAMIL,577,597776,1036,848023,1470,250247,434,127643,221,2021-03-30
K tv,131,180000,1374,263869,2014,83869,640,35890,274,2021-03-30
7s Music,93,55125,593,88107,947,32982,355,21600,232,2021-03-30
Tamil TV,32,26880,840,31968,999,5088,159,7475,234,2021-03-30
Our Website,7,7739,1106,9793,1399,2054,293,1378,197,2021-03-30
Shalini,6,3440,573,5994,999,2554,426,1535,256,2021-03-30
RTO - Reorder,4,4369,1092,5596,1399,1227,307,980,245,2021-03-30
Total,850,875329,1030,1253350,1475,378021,445,196501,231,2021-03-30
music zone TAMIL,589,597909,1015,853111,1448,255202,433,133683,227,2021-03-31
K tv,181,295200,1631,381819,2109,86619,479,46540,257,2021-03-31
7s Music,58,52364,903,81342,1402,28978,500,13845,239,2021-03-31
Tamil TV,35,17500,500,27965,799,10465,299,7880,225,2021-03-31
Shalini,15,12600,840,14985,999,2385,159,3420,228,2021-03-31
Our Website,5,4226,845,6495,1299,2269,454,1100,220,2021-03-31
RTO - Reorder,3,4430,1477,5797,1932,1367,456,740,247,2021-03-31
Total,886,984229,1111,1371514,1548,387285,437,207208,234,2021-03-31
music zone TAMIL,728,631492,867,922272,1267,290781,399,166268,228,2021-04-01
K tv,105,125098,1191,188695,1797,63597,606,27235,259,2021-04-01
7s Music,98,75228,768,113302,1156,38074,389,21834,223,2021-04-01
Tamil TV,13,7364,566,12787,984,5423,417,2540,195,2021-04-01
Our Website,4,3073,768,4596,1149,1523,381,820,205,2021-04-01
Shalini,3,2520,840,2997,999,477,159,680,227,2021-04-01
RTO - Reorder,2,2039,1020,2798,1399,759,380,160,80,2021-04-01
Total,953,846814,889,1247447,1309,400633,420,219537,230,2021-04-01
music zone TAMIL,560,508189,907,749340,1338,241151,431,120718,216,2021-04-02
K tv,154,210624,1368,307646,1998,97022,630,41519,270,2021-04-02
7s Music,114,66568,584,103786,910,37218,326,24865,218,2021-04-02
Moon TV,25,12608,504,21375,855,8767,351,5200,208,2021-04-02
Tamil TV,24,20160,840,23976,999,3816,159,4915,205,2021-04-02
Our Website,2,2017,1009,2698,1349,681,341,440,220,2021-04-02
RTO - Reorder,2,1353,677,2098,1049,745,373,180,90,2021-04-02
Total,881,821519,932,1210919,1374,389400,442,197837,225,2021-04-02
music zone TAMIL,536,659266,1230,905664,1690,246398,460,125631,234,2021-04-03
K tv,148,114855,776,194752,1316,79897,540,33875,229,2021-04-03
7s Music,71,44850,632,70929,999,26079,367,16670,235,2021-04-03
Moon TV,23,18580,808,27377,1190,8797,382,5770,251,2021-04-03
Shalini,6,5058,843,5994,999,936,156,1475,246,2021-04-03
Tamil TV,6,8160,1360,11994,1999,3834,639,1655,276,2021-04-03
Our Website,5,2581,516,4195,839,1614,323,1100,220,2021-04-03
RTO - Reorder,2,4750,2375,5998,2999,1248,624,535,268,2021-04-03
Total,797,858100,1077,1226903,1539,368803,463,186711,234,2021-04-03
music zone TAMIL,750,710972,948,1055050,1407,344078,459,174145,232,2021-04-04
K tv,199,162620,817,245801,1235,83181,418,49395,248,2021-04-04
7s Music,58,61378,1058,92942,1602,31564,544,14815,255,2021-04-04
Moon TV,29,20752,716,32571,1123,11819,408,6670,230,2021-04-04
Puthu Yugam TV,26,24752,952,38974,1499,14222,547,5885,226,2021-04-04
Tamil TV,20,11800,590,19980,999,8180,409,3595,180,2021-04-04
Shalini,8,6810,851,7992,999,1182,148,1925,241,2021-04-04
Our Website,4,3950,988,5896,1474,1946,487,880,220,2021-04-04
RTO - Reorder,1,875,875,1299,1299,424,424,220,220,2021-04-04
Total,1095,1003909,917,1500505,1370,496596,454,257530,235,2021-04-04
music zone TAMIL,593,650693,1097,917907,1548,267214,451,136804,231,2021-04-05
K tv,158,186071,1178,273142,1729,87071,551,42155,267,2021-04-05
7s Music,66,61380,930,85734,1299,24354,369,14975,227,2021-04-05
Tamil TV,10,5950,595,9990,999,4040,404,2505,251,2021-04-05
RTO - Reorder,2,1515,758,2298,1149,783,392,180,90,2021-04-05
Shalini,2,1716,858,1998,999,282,141,495,248,2021-04-05
Total,831,907325,1092,1291069,1554,383744,462,197114,237,2021-04-05
music zone TAMIL,720,746871,1037,1057780,1469,310909,432,164946,229,2021-04-06
7s Music,152,77368,509,125248,824,47880,315,33803,222,2021-04-06
K tv,138,89103,646,175762,1274,86659,628,33225,241,2021-04-06
Tamil TV,12,16320,1360,23988,1999,7668,639,3255,271,2021-04-06
Our Website,8,7611,951,11492,1437,3881,485,1760,220,2021-04-06
Shalini,2,1680,840,1998,999,318,159,435,218,2021-04-06
Total,1032,938953,910,1396268,1353,457315,443,237424,230,2021-04-06
music zone TAMIL,505,524007,1038,765495,1516,241488,478,115541,229,2021-04-07
K tv,151,301296,1995,382249,2531,80953,536,38734,257,2021-04-07
7s Music,73,48675,667,75927,1040,27252,373,15879,218,2021-04-07
Tamil TV,22,18642,847,21978,999,3336,152,5025,228,2021-04-07
Our Website,14,13705,979,18986,1356,5281,377,3080,220,2021-04-07
RTO - Reorder,2,1480,740,2198,1099,718,359,380,190,2021-04-07
Total,767,907805,1184,1266833,1652,359028,468,178639,233,2021-04-07
music zone TAMIL,458,528723,1154,744642,1626,215920,471,109922,240,2021-04-08
K tv,159,49780,313,132141,831,82361,518,33755,212,2021-04-08
7s Music,103,51832,503,82697,803,30865,300,21564,209,2021-04-08
Tamil TV,18,10660,592,17982,999,7322,407,3720,207,2021-04-08
RTO - Reorder,1,1026,1026,1599,1599,573,573,120,120,2021-04-08
Shalini,1,840,840,999,999,159,159,275,275,2021-04-08
Total,740,642861,869,980060,1324,337199,456,169356,229,2021-04-08
music zone TAMIL,600,512665,854,768700,1281,256035,427,132293,220,2021-04-09
K tv,149,212699,1428,296651,1991,83952,563,40465,272,2021-04-09
7s Music,62,53195,858,79038,1275,25843,417,14850,240,2021-04-09
Moon TV,26,17950,690,25974,999,8024,309,4600,177,2021-04-09
RTO - Reorder,9,6575,731,9891,1099,3316,368,2135,237,2021-04-09
Tamil TV,8,10880,1360,15992,1999,5112,639,1940,243,2021-04-09
Our Website,5,4160,832,5995,1199,1835,367,1100,220,2021-04-09
Total,859,818124,952,1202241,1400,384117,447,197383,230,2021-04-09
music zone TAMIL,532,529863,996,784068,1474,254205,478,118980,224,2021-04-10
7s Music,165,118290,717,164435,997,46145,280,37808,229,2021-04-10
K tv,88,119096,1353,174612,1984,55516,631,23006,261,2021-04-10
Moon TV,31,27160,876,34169,1102,7009,226,7099,229,2021-04-10
Tamil TV,31,17732,572,30969,999,13237,427,6074,196,2021-04-10
Our Website,3,3114,1038,4497,1499,1383,461,660,220,2021-04-10
RTO - Reorder,2,1182,591,1998,999,816,408,220,110,2021-04-10
Total,852,816437,958,1194748,1402,378311,444,193847,228,2021-04-10
music zone TAMIL,861,732785,851,1120639,1302,387854,450,198251,230,2021-04-11
K tv,107,69550,650,106893,999,37343,349,25584,239,2021-04-11
Moon TV,93,78120,840,92907,999,14787,159,20103,216,2021-04-11
7s Music,66,56603,858,84234,1276,27631,419,15950,242,2021-04-11
Puthu Yugam TV,47,29375,625,46953,999,17578,374,11827,252,2021-04-11
Tamil TV,17,23120,1360,33983,1999,10863,639,4363,257,2021-04-11
RTO - Reorder,13,9440,726,14487,1114,5047,388,2870,221,2021-04-11
Our Website,5,3214,643,5095,1019,1881,376,1040,208,2021-04-11
Total,1209,1002207,829,1505191,1245,502984,416,279988,232,2021-04-11
music zone TAMIL,490,535036,1092,761510,1554,226474,462,112042,229,2021-04-12
K tv,141,164016,1163,247859,1758,83843,595,37058,263,2021-04-12
7s Music,56,57080,1019,88944,1588,31864,569,13876,248,2021-04-12
Tamil TV,16,14790,924,20484,1280,5694,356,3572,223,2021-04-12
Our Website,7,7124,1018,10393,1485,3269,467,1420,203,2021-04-12
